year,month,population,01_years_old,12_years_old,23_years_old,34_years_old,45_years_old,56_years_old,67_years_old,78_years_old,89_years_old,910_years_old,1011_years_old,1112_years_old,1213_years_old,1314_years_old,1415_years_old,1516_years_old,1617_years_old,1718_years_old,1819_years_old,1920_years_old,2021_years_old,2122_years_old,2223_years_old,2324_years_old,2425_years_old,2526_years_old,2627_years_old,2728_years_old,2829_years_old,2930_years_old,3031_years_old,3132_years_old,3233_years_old,3334_years_old,3435_years_old,3536_years_old,3637_years_old,3738_years_old,3839_years_old,3940_years_old,4050_years_old
2019,8,Female,1774,1583,1504,1603,1871,2006,2294,2589,2646,3064,2973,3056,2861,2663,2623,2383,2208,2241,2005,1972,1762,1647,1451,1244,1197,1024,890,735,547,470,295,224,173.0,117.0,69.0,48.0,26.0,29.0,15.0,11.0,20.0
2019,9,Female,1743,1590,1512,1596,1867,2009,2302,2590,2618,3058,2965,3054,2848,2660,2609,2378,2202,2243,1986,1957,1746,1637,1446,1240,1198,1011,891,715,544,462,290,223,165.0,114.0,67.0,49.0,24.0,30.0,13.0,12.0,20.0
2019,10,Female,1586,1581,1516,1607,1871,2024,2305,2602,2612,3068,2950,3045,2848,2653,2605,2378,2197,2224,1973,1963,1739,1618,1437,1226,1199,999,874,707,538,452,286,220,160.0,111.0,66.0,49.0,24.0,26.0,14.0,12.0,19.0
2019,11,Female,1449,1560,1526,1608,1867,2034,2327,2600,2591,3073,2938,3044,2843,2652,2605,2377,2176,2210,1953,1959,1719,1616,1429,1222,1186,992,867,696,527,443,280,208,161.0,108.0,65.0,50.0,24.0,25.0,14.0,12.0,18.0
2019,12,Female,1398,1541,1524,1593,1852,2041,2296,2569,2476,3049,2925,3010,2828,2641,2593,2354,2169,2171,1953,1871,1803,1597,1464,1213,1164,1032,859,706,551,433,308,222,161.0,124.0,69.0,54.0,34.0,24.0,11.0,15.0,21.0
2020,1,Female,1394,1536,1520,1620,1843,2060,2312,2548,2488,3036,2921,3007,2828,2642,2596,2336,2172,2136,1966,1848,1809,1593,1463,1214,1147,1039,842,708,550,431,300,224,156.0,122.0,72.0,53.0,33.0,25.0,11.0,15.0,21.0
2020,2,Female,1455,1471,1555,1630,1814,2106,2273,2531,2512,2999,2933,2955,2860,2649,2556,2341,2183,2138,1990,1821,1784,1620,1490,1226,1100,1061,854,720,560,448,317,232,161.0,118.0,81.0,51.0,33.0,23.0,12.0,13.0,22.0
2020,3,Female,1560,1414,1582,1628,1797,2101,2259,2420,2598,2885,2959,2897,2921,2673,2556,2361,2174,2169,2019,1854,1759,1662,1492,1285,1145,1029,903,738,574,472,347,238,170.0,124.0,80.0,51.0,39.0,18.0,15.0,14.0,21.0
2020,4,Female,1688,1455,1531,1617,1749,2010,2221,2350,2615,2750,2990,2957,2925,2771,2536,2404,2255,2132,2093,1855,1861,1625,1533,1348,1158,1049,907,798,598,461,383,238,182.0,130.0,83.0,53.0,45.0,19.0,18.0,12.0,23.0
2020,5,Female,1744,1389,1550,1571,1696,1951,2170,2345,2519,2726,3067,2936,2978,2794,2563,2517,2287,2124,2122,1899,1882,1628,1565,1365,1147,1104,917,794,636,456,409,236,181.0,135.0,92.0,58.0,45.0,20.0,19.0,10.0,23.0
2020,6,Female,1730,1376,1532,1561,1703,1920,2134,2329,2574,2706,3029,2961,3010,2799,2623,2524,2323,2145,2125,1925,1878,1657,1543,1371,1161,1105,907,807,640,460,400,239,178.0,131.0,90.0,59.0,44.0,21.0,19.0,10.0,23.0
2020,7,Female,1742,1368,1535,1539,1691,1939,2130,2345,2600,2675,3030,2976,2999,2821,2628,2547,2311,2134,2131,1911,1880,1667,1526,1367,1166,1091,905,799,642,458,393,238,171.0,130.0,91.0,57.0,45.0,20.0,20.0,10.0,23.0
2020,8,Female,1738,1365,1546,1540,1698,1957,2152,2363,2616,2641,3052,2959,3015,2827,2619,2550,2304,2134,2131,1912,1879,1652,1533,1364,1147,1094,908,781,640,452,387,238,167.0,130.0,90.0,57.0,41.0,21.0,20.0,10.0,24.0
2020,9,Female,1745,1348,1565,1540,1687,1968,2161,2374,2613,2618,3045,2965,3009,2811,2610,2536,2304,2126,2133,1894,1872,1642,1521,1360,1141,1088,892,781,631,452,380,236,166.0,128.0,91.0,56.0,42.0,20.0,20.0,8.0,26.0
2020,10,Female,1607,1355,1573,1550,1692,1982,2177,2380,2627,2608,3051,2935,2990,2795,2604,2517,2300,2115,2112,1886,1860,1624,1509,1347,1131,1082,875,770,620,451,371,232,168.0,126.0,88.0,55.0,41.0,20.0,18.0,9.0,26.0
2020,11,Female,1498,1355,1575,1557,1698,1978,2181,2374,2619,2589,3068,2917,2988,2779,2597,2510,2295,2100,2101,1862,1856,1613,1500,1322,1121,1067,864,762,609,447,367,233,163.0,126.0,83.0,55.0,39.0,20.0,18.0,9.0,26.0
2020,12,Female,1468,1361,1561,1555,1695,1966,2163,2361,2590,2491,3048,2906,2978,2753,2593,2508,2271,2096,2068,1870,1770,1690,1475,1366,1110,1059,897,761,617,466,361,253,181.0,123.0,94.0,54.0,42.0,29.0,18.0,8.0,32.0
2021,1,Female,1488,1365,1571,1554,1729,1967,2203,2362,2575,2512,3014,2897,2974,2744,2589,2514,2254,2098,2038,1872,1750,1678,1483,1350,1115,1043,899,745,622,466,356,249,187.0,118.0,89.0,57.0,40.0,27.0,17.0,9.0,32.0
2021,2,Female,1521,1385,1509,1597,1741,1945,2254,2316,2545,2526,2982,2894,2915,2783,2584,2490,2256,2101,2032,1895,1730,1655,1506,1378,1124,1007,918,751,635,480,368,264,195.0,119.0,89.0,61.0,40.0,27.0,18.0,10.0,32.0
2021,3,Female,1616,1404,1446,1653,1722,1908,2250,2313,2452,2602,2848,2931,2841,2857,2605,2505,2282,2091,2074,1928,1750,1624,1548,1377,1167,1052,906,799,638,500,389,283,196.0,126.0,100.0,60.0,40.0,30.0,15.0,13.0,32.0
2021,4,Female,1728,1430,1465,1594,1711,1869,2157,2293,2393,2649,2721,2948,2910,2878,2695,2487,2322,2155,2059,1999,1737,1732,1525,1412,1230,1055,944,781,705,519,388,312,203.0,138.0,107.0,59.0,44.0,33.0,17.0,15.0,32.0
2021,5,Female,1793,1445,1390,1603,1660,1824,2098,2294,2410,2527,2708,3031,2896,2912,2717,2505,2442,2181,2045,2021,1797,1763,1524,1450,1248,1057,987,804,697,555,387,334,202.0,133.0,120.0,62.0,48.0,32.0,19.0,14.0,29.0
2021,6,Female,1804,1430,1375,1575,1650,1821,2055,2261,2410,2582,2702,2993,2904,2944,2702,2558,2447,2214,2058,2027,1813,1754,1546,1428,1257,1067,991,802,698,552,388,331,206.0,134.0,118.0,65.0,47.0,34.0,19.0,15.0,29.0
2021,7,Female,1773,1437,1369,1563,1644,1819,2066,2243,2426,2609,2673,2987,2910,2930,2727,2553,2467,2209,2050,2030,1804,1759,1559,1421,1251,1064,982,796,693,553,389,324,207.0,127.0,117.0,65.0,46.0,35.0,19.0,16.0,28.0
2021,8,Female,1761,1436,1362,1575,1641,1829,2075,2237,2440,2625,2652,3003,2900,2948,2739,2545,2473,2197,2043,2025,1799,1757,1547,1427,1242,1057,975,798,679,547,386,323,205.0,122.0,113.0,63.0,44.0,32.0,20.0,15.0,29.0
2021,9,Female,1736,1453,1345,1577,1634,1822,2058,2231,2434,2612,2626,2990,2891,2942,2722,2539,2456,2197,2035,2028,1778,1733,1537,1417,1239,1057,970,782,672,540,384,318,201.0,120.0,111.0,62.0,43.0,33.0,19.0,15.0,29.0
2021,10,Female,1623,1458,1365,1587,1665,1857,2068,2235,2443,2624,2615,2999,2873,2934,2720,2544,2448,2198,2025,2018,1772,1723,1525,1400,1230,1046,972,774,658,529,384,311,201.0,121.0,110.0,61.0,43.0,34.0,19.0,14.0,30.0
2021,11,Female,1527,1454,1361,1591,1664,1863,2057,2245,2432,2615,2600,3016,2858,2927,2713,2534,2442,2192,2013,2006,1753,1715,1509,1393,1222,1033,962,769,650,520,378,305,197.0,119.0,109.0,62.0,42.0,34.0,19.0,14.0,29.0
2021,12,Female,1494,1445,1363,1573,1658,1854,2040,2220,2407,2589,2510,2986,2851,2919,2691,2521,2443,2184,1991,1972,1754,1644,1570,1376,1269,1026,958,796,649,522,400,300,215.0,145.0,91.0,80.0,42.0,35.0,26.0,16.0,32.0
2022,1,Female,1486,1460,1376,1579,1671,1889,2037,2247,2432,2581,2525,2964,2844,2912,2690,2519,2448,2168,2001,1940,1754,1628,1563,1376,1263,1023,942,799,631,524,401,289,210.0,151.0,88.0,73.0,45.0,35.0,26.0,15.0,32.0
2022,2,Female,1524,1463,1401,1533,1719,1901,2021,2293,2386,2563,2532,2944,2842,2851,2723,2498,2430,2182,1994,1941,1788,1603,1548,1402,1284,1027,910,816,635,540,415,294,215.0,155.0,91.0,74.0,44.0,34.0,25.0,16.0,33.0
2022,3,Female,1625,1487,1411,1499,1750,1881,2006,2304,2358,2472,2606,2810,2890,2798,2786,2524,2433,2213,1984,1983,1818,1631,1508,1449,1285,1069,937,810,690,546,412,312,236.0,154.0,97.0,82.0,46.0,34.0,25.0,13.0,36.0
2022,4,Female,1724,1489,1429,1517,1685,1852,2005,2223,2350,2410,2646,2697,2913,2867,2810,2610,2412,2265,2051,1961,1885,1622,1607,1427,1309,1125,950,849,680,597,431,315,256.0,170.0,100.0,87.0,47.0,36.0,26.0,16.0,36.0
2022,5,Female,1745,1534,1439,1425,1679,1800,1965,2159,2358,2431,2504,2717,2977,2852,2863,2633,2415,2385,2084,1952,1918,1684,1632,1434,1337,1140,959,882,701,579,464,317,274.0,173.0,96.0,93.0,51.0,39.0,25.0,16.0,36.0
2022,6,Female,1764,1532,1426,1401,1659,1784,1977,2122,2303,2429,2565,2704,2946,2863,2892,2624,2463,2380,2128,1968,1922,1712,1628,1456,1312,1155,961,879,700,579,459,321,267.0,176.0,98.0,91.0,50.0,39.0,28.0,16.0,35.0
2022,7,Female,1771,1513,1442,1385,1654,1777,1955,2129,2293,2442,2593,2662,2943,2870,2871,2651,2471,2389,2119,1956,1925,1699,1626,1461,1306,1147,960,862,699,572,464,317,266.0,175.0,100.0,89.0,49.0,37.0,29.0,15.0,36.0
2022,8,Female,1767,1490,1446,1384,1690,1773,1976,2141,2290,2454,2601,2637,2957,2849,2878,2657,2459,2397,2114,1947,1914,1698,1624,1444,1313,1144,949,863,701,560,464,312,262.0,173.0,97.0,87.0,48.0,37.0,27.0,15.0,36.0
2022,9,Female,1758,1469,1462,1369,1695,1768,1965,2133,2283,2453,2590,2612,2946,2843,2865,2637,2448,2380,2115,1945,1904,1685,1603,1432,1301,1139,942,859,675,563,458,304,261.0,173.0,97.0,85.0,48.0,36.0,28.0,15.0,34.0
2022,10,Female,1645,1464,1466,1375,1710,1788,1977,2137,2277,2456,2601,2591,2952,2821,2855,2630,2452,2365,2112,1936,1890,1672,1597,1421,1287,1126,932,858,668,552,448,304,259.0,172.0,99.0,85.0,47.0,35.0,29.0,15.0,32.0
2022,11,Female,1559,1450,1458,1382,1717,1808,1978,2137,2280,2452,2593,2587,2956,2814,2852,2619,2447,2357,2105,1924,1884,1653,1597,1403,1272,1107,932,841,656,544,444,301,250.0,170.0,100.0,85.0,44.0,34.0,30.0,15.0,32.0
2022,12,Female,1531,1439,1456,1383,1701,1813,1957,2121,2265,2436,2571,2493,2923,2823,2843,2599,2440,2352,2095,1924,1847,1662,1534,1463,1253,1157,923,849,677,539,449,330,242.0,180.0,124.0,77.0,59.0,33.0,30.0,22.0,37.0
2023,1,Female,1534,1425,1478,1404,1701,1806,2004,2107,2294,2445,2547,2505,2903,2811,2836,2601,2434,2359,2084,1931,1820,1670,1518,1448,1250,1153,921,833,679,522,448,336,232.0,174.0,130.0,76.0,58.0,33.0,29.0,22.0,36.0
2023,2,Female,1538,1442,1474,1424,1635,1849,2010,2081,2332,2399,2540,2498,2886,2800,2786,2640,2416,2342,2088,1925,1830,1688,1498,1444,1273,1165,919,805,693,530,461,343,246.0,180.0,128.0,76.0,61.0,33.0,28.0,22.0,36.0
2023,3,Female,1531,1471,1475,1450,1583,1878,1974,2087,2331,2381,2463,2575,2754,2849,2717,2702,2446,2349,2116,1900,1870,1712,1548,1384,1348,1158,966,825,699,581,466,347,259.0,196.0,128.0,82.0,66.0,34.0,27.0,24.0,37.0
2023,4,Female,1537,1492,1456,1470,1591,1812,1954,2090,2244,2366,2416,2608,2660,2859,2785,2730,2527,2330,2195,1952,1861,1776,1540,1487,1311,1188,1020,854,727,583,506,368,258.0,204.0,141.0,89.0,70.0,31.0,28.0,24.0,41.0
2023,5,Female,1511,1503,1484,1460,1504,1808,1910,2050,2219,2361,2440,2484,2680,2912,2782,2790,2554,2340,2297,1982,1853,1803,1591,1505,1325,1208,1038,859,760,598,494,391,260.0,219.0,138.0,87.0,79.0,37.0,29.0,24.0,41.0
2023,6,Female,1446,1516,1479,1432,1486,1781,1888,2068,2176,2317,2436,2537,2653,2880,2796,2823,2548,2389,2294,2028,1872,1796,1620,1509,1342,1187,1054,862,760,602,496,389,259.0,213.0,146.0,86.0,75.0,38.0,29.0,26.0,40.0
2023,7,Female,1413,1524,1459,1449,1475,1767,1880,2050,2182,2310,2441,2565,2624,2865,2810,2800,2576,2397,2300,2022,1869,1800,1606,1514,1354,1191,1042,870,757,600,494,395,260.0,213.0,146.0,86.0,74.0,37.0,29.0,26.0,41.0
